words	cates	weights	nums
常州博物馆	n_new	4	10.69
临夏州	n_new	4	10.69
能量释放	n_new	4	10.69
行贿罪	n_new	4	10.69
海量数据	n_new	4	10.69
敲诈勒索罪	n_new	26	51.66
霍邱县检察院	n_new	4	10.69
硅基	n_new	4	10.69
之江化工厂	n_new	4	10.69
李雪平	nr	42	10.52
网络用语	n_new	13	24.81
追责	n_new	18	38.05
废物技能	n_new	12	23.08
干燥剂	n	9	10.47
铲车	n	12	12.03
1000	m	335	258.73
会议主题	n_new	3	10.37
国际商事	n_new	6	10.36
多亿	n_new	5	18.12
顺利度过	n_new	3	10.36
设备租赁	n_new	3	10.36
明显减弱	n_new	3	10.36
提出抗诉	n_new	3	10.36
耗费大量	n_new	3	10.36
工艺兼容	n_new	3	10.36
互相吹捧	n_new	3	10.36
征地款	n_new	3	10.36
野岛	n_new	3	10.36
高山植物	n_new	3	10.36
保安室	n_new	3	10.36
氦气	n_new	3	10.36
窗户玻璃	n_new	3	10.36
无缝衔接	n_new	3	10.36
龙湾派出所	n_new	3	10.36
微纳	n_new	3	10.36
香波果	n_new	3	10.36
护士私下	n_new	3	10.36
管理条例	n_new	17	17.97
三叠	n_new	6	10.24
答复函	n_new	5	10.24
家属安抚	n_new	10	20.73
诊断准确率	n_new	3	10.23
500万	m	68	72.53
悬赏通缉	n_new	12	10.21
经济往来	n_new	4	10.2
税务部门	n_new	6	17.95
安全保卫	n_new	4	10.19
有机玻璃球	n_new	4	10.19
森林草原	n_new	11	23.47
综合演练	n_new	4	10.19
民企	n_new	4	10.19
春季旅游	n_new	4	10.19
违法占地	n_new	23	47.21
开除党籍	n_new	4	10.19
涉险人员	n_new	4	10.19
警务工作站	n_new	4	10.19
eTC 车道	n_new	4	10.19
东城分局	n_new	4	10.19
乡宁	n_new	11	23.31
8	m	950	193.7
挂失补办	n_new	8	9.79
霹雳行动	n_new	3	9.7
提篮子	n_new	3	9.7
神农	n_new	2	9.7
22日	t	523	152.97
泰州市检察院	n_new	6	9.26
规避风险	n_new	2	9.2
太平官	n_new	2	9.2
羁押必要性	n_new	7	9.15
政府债券	n_new	5	9.05
港口收费	n_new	11	9.04
孙宏伟	nr	38	9.02
事故调查组	n_new	13	23.82
瓷房子	n_new	9	8.98
削山	n_new	13	25.24
北京市气象台	n_new	7	16.56
网络流行语	n_new	8	8.8
轻微刑事	n_new	9	8.79
注意防风	n_new	4	8.75
湿辣椒	n_new	4	8.75
文书网	n_new	6	8.66
代理律师	n_new	19	41.94
胎儿宫内	n_new	5	8.65
云岩区市场	n_new	4	8.57
换整	n_new	4	8.57
司法协助	n_new	4	8.57
法治方式	n_new	4	8.57
拍蝇	n_new	6	15.33
食药	n_new	4	8.57
保健院	n_new	7	8.48
相干调控	n_new	5	8.4
碳基	n_new	9	8.32
改革红利	n_new	3	8.26
追究责任	n_new	3	8.26
当地老百姓	n_new	3	8.26
布局规划	n_new	3	8.26
获得减刑	n_new	3	8.26
间接故意	n_new	3	8.26
过程当中	n_new	3	8.26
肿瘤细胞	n_new	5	16.02
书面作业	n_new	3	8.26
理工	n_new	22	33.16
寻租	n_new	3	8.26
主动出击	n_new	3	8.26
宁波市分行	n_new	3	8.26
圆坑	n_new	3	8.26
涉嫌受贿	n_new	10	18.45
云南天文台	n_new	3	8.26
专项督查	n_new	3	8.26
区域选拔赛	n_new	3	8.26
浙北	n_new	3	8.26
和平区禁毒	n_new	3	8.26
塌陷区	n_new	3	8.26
致密天体	n_new	3	8.26
中考招生	n_new	3	8.26
终审判决	n_new	9	24.28
次生事故	n_new	3	8.26
收银员	n_new	3	8.26
患有精神病	n_new	3	8.26
毒情	n_new	4	8.26
工程竣工	n_new	4	16.02
地方债	n_new	17	28.9
法律常识	n_new	2	8.26
中国月季	n_new	2	8.26
毒雾	n_new	2	8.26
多未知	n_new	2	8.26
重庆师范大学	n_new	2	8.26
打发时间	n_new	2	8.26
商贸有限公司	n_new	2	8.26
审查批捕	n_new	2	8.26
保山市公安局	n_new	4	8.26
火烧区	n_new	5	8.25
20日	t	497	108.19
权威信息	n_new	4	8.07
成功引渡	n_new	4	8.07
吸取教训	n_new	4	8.07
南京3月	n_new	14	16.23
主观故意	n_new	4	8.07
网格化	n_new	14	27.45
焦点访谈	n_new	3	7.98
总队总队长	n_new	6	7.87
hINOC2.0	n	6	7.86
高压态势	n_new	5	7.85
护理服务	n_new	5	7.85
寄递	n_new	14	27.73
地毯式	n_new	12	14.79
截至发稿	n_new	8	15.05
发展战略	n_new	2	7.76
生态效益	n_new	5	18.13
民族服饰	n_new	2	7.76
含量分别	n_new	2	7.76
坚实基础	n_new	2	7.76
客观公正	n_new	2	7.76
法律顾问	n_new	2	7.76
赴江苏	n_new	2	7.76
一流大学	n_new	5	15.63
研究课题	n_new	2	7.76
交互作用	n_new	4	7.76
流入市场	n_new	2	7.76
国际同类	n_new	2	7.76
会同有关	n_new	5	16.02
软件系统	n_new	2	7.76
中外教育	n_new	2	7.76
深圳航空	n_new	2	7.76
准备返回	n_new	2	7.76
怀疑态度	n_new	2	7.76
下半年开始	n_new	2	7.76
会议纪要	n_new	2	7.76
世界月季	n_new	2	7.76
脚踏	n_new	2	7.76
无力条件	n_new	2	7.76
停止播放	n_new	2	7.76
科级干部	n_new	2	7.76
当事双方	n_new	2	7.76
进行调解	n_new	2	7.76
中国邮政	n_new	2	7.76
主要场馆	n_new	2	7.76
民航飞机	n_new	2	7.76
编制工作	n_new	2	7.76
批示要求	n_new	6	16.02
未来有望	n_new	2	7.76
上报意见	n_new	2	7.76
南移	n_new	2	7.76
海水压力	n_new	2	7.76
公司股份	n_new	2	7.76
虚假医药	n_new	2	7.76
相关部委	n_new	2	7.76
直接劝退	n_new	2	7.76
招收学生	n_new	4	15.52
观赏项目	n_new	2	7.76
卫生院院长	n_new	2	7.76
镇管辖	n_new	2	7.76
项目切实可行	n_new	2	7.76
事实真相	n_new	4	15.52
检察院检察长	n_new	2	7.76
心里难受	n_new	2	7.76
记者随机	n_new	2	7.76
毕业季	n_new	2	7.76
发给学生	n_new	2	7.76
护林防火	n_new	4	7.76
北京延庆	n_new	2	7.76
护士上门	n_new	4	7.76
女孩王	n_new	2	7.76
油炸	n_new	7	16.56
连带责任	n_new	2	7.76
中国气象局	n_new	6	15.83
境外在逃	n_new	2	7.76
幸福养老院	n_new	2	7.76
沈阳市中级	n_new	2	7.76
精英父母	n_new	2	7.76
属浙	n_new	2	7.76
谜题	n_new	2	7.76
已经奔波	n_new	2	7.76
收取票价	n_new	2	7.76
货运车辆	n_new	2	7.76
采矿行为	n_new	2	7.76
升学考试	n_new	2	7.76
旅游季	n_new	2	7.76
机动中队	n_new	2	7.76
北京市朝阳区	n_new	2	7.76
公司开具	n_new	2	7.76
储存仓库	n_new	2	7.76
出来扫地	n_new	2	7.76
退货大米	n_new	2	7.76
上报材料	n_new	2	7.76
违反公平交易	n_new	2	7.76
深层空间	n_new	2	7.76
雷雨大风	n_new	8	20.44
镇教委	n_new	2	7.76
延边州	n_new	2	7.76
执法满意度	n_new	2	7.76
学校就读	n_new	2	7.76
交警岗亭	n_new	2	7.76
正规医院	n_new	2	7.76
轻伤者	n_new	2	7.76
专科医院	n_new	4	15.52
现场扣押	n_new	2	7.76
天津市和平区	n_new	2	7.76
药物注射	n_new	2	7.76
听课率	n_new	2	7.76
衍生品	n_new	8	22.67
辣椒样品	n_new	2	7.76
钻井平台	n_new	2	7.76
上海市嘉定区	n_new	2	7.76
药品经销商	n_new	2	7.76
空间选择性	n_new	2	7.76
产前诊断	n_new	2	7.76
呼吸道疾病	n_new	2	7.76
病历文本	n_new	2	7.76
燃油费	n_new	2	7.76
江西婺源县	n_new	2	7.76
储煤	n_new	2	7.76
排水坑	n_new	2	7.76
医院妇产科	n_new	2	7.76
通州区法院	n_new	2	7.76
当事医生	n_new	2	7.76
定罪模型	n_new	2	7.76
核燃料研发	n_new	2	7.76
大米外包装	n_new	2	7.76
快递业务量	n_new	2	7.76
自流井警方	n_new	2	7.76
闵行区检察院	n_new	2	7.76
判决书原件	n_new	2	7.76
胎儿水肿	n_new	2	7.76
乌龟榴莲	n_new	2	7.76
嘉定区检察院	n_new	2	7.76
定罪量刑	n_new	2	7.76
龙江县公安局	n_new	2	7.76
模拟仲裁	n_new	6	7.66
mCAS	n	13	16.73
回归社会	n_new	12	20.92
友谊医院	n_new	3	7.59
攻坚组	n_new	3	7.59
参赛名单	n_new	3	7.59
市场分割	n_new	3	7.59
严肃追究	n_new	3	7.59
下游群众	n_new	3	7.59
外出注意	n_new	3	7.59
挫折教育	n_new	3	7.59
大幅度提升	n_new	3	7.59
得荣县城	n_new	3	7.59
保山地区	n_new	3	7.59
次生灾害	n_new	9	22.73
开除公职	n_new	5	15.35
抚顺支队	n_new	3	7.59
到场处置	n_new	3	7.59
良币	n_new	3	7.59
惨痛教训	n_new	4	7.57
当官	vi	6	7.54
发布寒潮	n_new	7	7.5
克隆结构	n_new	7	7.48
7	m	835	173.73
晓忠	nr2	6	7.42
技能竞赛	n_new	4	7.38
康复训练	n_new	7	15.64
江淮一带	n_new	4	7.38
上限处罚	n_new	4	7.38
医院就诊	n_new	9	23.4
体罚学生	n_new	3	7.2
薛泰	nr	31	7.18
300	m	322	149.13
临近毕业	n_new	2	6.76
浴雪	n_new	2	6.76
刑事执行人权保障中心	n_new	9	6.62
200	m	422	154.95
门将	n	5	6.35
岁差	n	5	6.35
煤田	n	6	6.31
注射液	n	9	14.53
蟒蛇	n	5	7.82
30	m	826	160.27
15	m	481	135.42
有机玻璃	nl	7	6.1
2017	m	55	65.35
相干	vi	8	5.97
1500	m	67	107.91
关永康	nr	28	5.88
中央纪委国家监委	n_new	10	5.75
失联人员亲友	n_new	11	10.86
50	m	497	124.86
国家监委成立	n_new	18	5.5
收信人	n	3	5.47
晋城凤兰学校	n_new	2	5.32
涉嫌严重违纪违法	n_new	6	5.29
杨晓洋	nr	42	5.26
1.14	m	3	7.09
1.24	m	3	7.09
商品流通	nl	4	5.14
贪官	n	25	17.2
扫雪	v	5	6.74
宇宙射线	nl	4	5.14
刺头	n	4	5.14
栽跟头	v	3	6.74
30%	m	98	70.37
60	m	382	106.44
18	m	343	99.41
油价	n	3	4.96
耗子	n	6	9.92
舱室	n	4	6.56
文件袋	n	3	4.96
2016年	t	623	149.52
核燃料	n	3	4.88
农家女	n	2	4.86
劝退	vi	5	6.46
小腹	n	2	4.86
4000	m	137	156.72
煤层	n	5	4.72
侧门	n	3	4.59
20万	m	130	137.92
佳惠	nr2	4	4.54
礼云	nr2	2	4.54
销售伪劣产品罪	n_new	6	4.54
张光付	nr	36	4.52
11	m	405	112.91
120	m	221	123.89
3万	m	151	91.03
3月	t	6783	244
fAA	n	10	8.86
50万	m	72	103.83
21	m	236	77
sunray982	n	2	4.21
lttxc	n	2	4.21
4.5万	m	15	19.69
35万	m	11	18.62
6.4万	m	10	15.73
25万	m	36	52.48
3500	m	73	67.11
1.8亿	m	8	15.73
1400	m	21	34.16
1226	m	4	8.42
1500万	m	12	22.57
1600万	m	8	11.89
鑫泽	nr2	2	4.21
2400	m	15	26.68
160万	m	7	13.81
2008	m	20	12.53
胡耘	nr2	2	4.21
93.40%	m	2	4.21
moot	n	9	4.19
孔雀石	n	9	4.19
40万	m	35	55.24
2014	m	19	25.7
67.40%	m	5	8.31
鱼汤	n	6	9.33
龚建厚	nr	21	4.06
铸造厂	n	6	4.01
下场	n	5	5.56
梳篦	n	3	3.86
取消高速公路省界收费站	n_new	10	3.84
19	m	225	76.07
50%	m	142	103.87
60%	m	77	56.82
13	m	378	106.3
70%	m	84	63.41
考分	n	6	8.75
溶解	v	4	5.39
乌龟	n	5	5.94
入市	v	3	3.79
大气压	n	3	3.79
草本植物	nl	5	7.3
玻璃球	n	3	3.79
国安	nz	6	6.22
复读	v	4	6.99
80	m	325	87.8
棺	ng	27	3.75
eTC	n	19	8.03
多晶硅	n	4	3.68
中央纪委国家监委网站	n_new	4	3.66
陕西	ns	26	3.64
1万	m	186	94.59
三乱	n	7	3.58
2013年	t	273	46.84
中外合资	nl	2	3.51
记述	vn	3	5.11
东西方	n	6	10.07
落选	vi	2	3.51
敌军	n	2	3.51
西化	vi	4	7.02
勇夺	v	2	3.51
相爱	vi	4	7.02
异化	vn	4	6.71
库容	n	4	3.51
破伤风	n	3	5.11
正电子	n	2	3.51
政绩观	n	2	3.51
起落	vn	4	5.11
叫喊	vn	4	6.71
原子核	n	2	3.51
光度	n	2	3.51
称兄道弟	vl	2	3.51
功成身退	vl	2	3.51
药瓶	n	2	3.51
质子	n	3	5.11
两面派	n	2	3.51
悔过书	n	2	3.51
星图	n	5	6.93
雨衣	n	3	5.11
吹牛皮	vi	2	3.51
苯胺	n	23	18.84
朝贡	v	2	3.51
铁管	n	2	3.51
肥分	n	4	3.51
皮包公司	n	2	3.51
张长贵	nr	19	3.5
同等学力	n	4	5.02
批条	n	3	3.42
高能物理	n	3	3.42
奔袭	v	5	4.9
2万	m	189	93.04
红烛	n	9	3.25
shanghai	n	7	3.22
321	m	159	42.38
高自仁	nr	26	3.19
600	m	128	83.25
25日	t	387	53.33
16	m	417	106.65
24	m	347	77.36
35	m	141	60
40%	m	65	53.12
战利品	n	2	2.95
胡灵群	nr	21	2.92
435万	m	2	2.92
肇志	nr2	4	2.92
2.76	m	9	8.48
3036	m	3	4.84
26	m	169	60.42
29	m	128	49.34
12350	m	2	5.76
提篮	n	6	4.46
文言	n	4	4.37
食文化	n	5	2.76
25	m	303	92.16
88	m	44	20.31
龚	nr1	45	3.7
纯中药	n	6	5.24
佑安	nr2	6	2.59
5780	m	2	2.59
26万	m	15	22.45
9.6m	n	2	2.59
祖源	nr2	2	2.59
2.4亿	m	6	10.27
48	m	72	29.8
86	m	26	14.63
15105101020	m	7	8.29
2200	m	21	32.27
45	m	101	46.67
缩	vi	6	2.49
沃土	n	5	5.68
辐照	n	3	2.48
载流子	n	3	2.48
硅	n	9	2.47
空洞	a	4	2.43
战法	n	3	4.03
自乐	v	8	5.11
眼珠	n	2	2.43
活埋	vn	2	2.43
字型	n	4	4.86
耍赖	v	13	14.11
收编	v	2	4
信息流	n	5	7.75
火焰山	n	1	2.4
精算师	n	2	4
不堪回首	vl	3	5.91
骇人听闻	vl	3	4.55
唐老鸭	n	1	2.4
偏听偏信	vl	1	2.4
傻劲	n	2	2.4
撑门面	v	1	2.4
617	m	14	4.21
2012年	t	177	30.79
2.8	m	3	2.27
0.5	m	142	103.87
朱继友	nr	18	2.22
garden	n	2	2.15
锐减	vi	5	7.26
淘汰赛	n	2	2.15
放纵	v	7	10.15
新绿	n	4	5.35
提干	vi	3	3.75
白纸	n	3	3.75
超凡	v	2	2.15
风湿	n	3	3.75
开本	n	2	2.15
超新星	n	2	2.15
悔悟	vn	3	3.75
付与	v	2	2.15
油性	n	2	2.15
呼吸器	n	5	6.95
铁板	n	4	5.66
织女	n	2	2.15
药典	n	2	2.15
课课	n	3	3.75
光波	n	2	2.15
出人命	vi	2	2.15
石绿	n	2	2.15
熏制	v	4	2.15
东胜	nz	4	5.66
2015年	t	523	136.39
第9	m	5	2.14
甘泉	n	5	5.62
圪台	n	3	2.11
pPP	n	2	2.11
900	m	30	23.21
335	m	2	2.11
29%	m	6	3.4
3.8	m	6	6.33
190	m	10	7.58
3亿	m	31	18.69
290	m	14	8.42
400	m	154	94.43
170	m	17	14.38
150	m	115	85.85
7亿	m	6	4.69
353	m	2	2.11
1:00	m	3	4.03
65	m	86	32.36
34	m	80	37.95
79	m	26	10.71
37	m	88	40.39
vis	n	4	2.03
任意	d	7	4.78
27	m	135	54.65
谭芳	nr	11	1.95
jjrbwx	n	1	1.92
cctvyscj	n	2	3.84
willem	n	1	1.92
x211	n	1	1.92
denovo	n	1	1.92
miqin	n	1	1.92
zhang	n	1	1.92
h1N1	n	1	1.92
cCBN2019	n	1	1.92
oEIC	n	1	1.92
muilenburg	n	1	1.92
aIPH	n	1	1.92
20.84%	m	1	1.92
36.85%	m	2	3.84
7617	m	1	1.92
3.9万	m	4	8.05
9834	m	1	1.92
16.8万	m	3	5.76
92.9万	m	1	1.92
320万	m	3	5.76
5961	m	1	1.92
第320	m	1	1.92
0515-86711125	m	7	7.68
28.8	m	1	1.92
19.6	m	1	1.92
8月10日	m	11	13.44
20-40	m	4	1.92
13-16	m	1	1.92
150万	m	21	33.56
180万	m	11	16.82
73万	m	5	9.6
9600	m	6	10.27
12万	m	26	46.74
36万	m	7	13.63
然全	nr2	2	1.92
80.8	m	1	1.92
89万	m	2	3.84
第一百四十	m	1	1.92
1354	m	1	1.92
33万	m	7	12.19
4780	m	1	1.92
七：	m	1	1.92
九千	m	1	1.92
百寿	nr2	1	1.92
八：	m	1	1.92
8102.8	m	1	1.92
6841	m	1	1.92
9163.8	m	2	1.92
6862.8	m	1	1.92
2301	m	1	1.92
新法制报	ntjx	1	1.92
赣南日报	ntjx	1	1.92
23万	m	6	9.6
52万	m	5	9.6
14.7万	m	1	1.92
6600万	m	3	5.76
17000	m	5	9.6
3.5亿	m	6	5.39
1800	m	29	53.27
3.58万	m	1	1.92
45.70%	m	2	3.84
394万	m	2	3.84
70.91万	m	1	1.92
68.5万	m	1	1.92
313.5万	m	1	1.92
3926万	m	1	1.92
六十万	m	1	1.92
26.1亿	m	2	3.84
1.46万亿	m	1	1.92
27.30%	m	3	5.76
成上亿	m	1	1.92
3.6亿	m	3	5.76
3400	m	6	10.27
秦芬	nr2	1	1.92
相济	nr2	1	1.92
1123	m	3	6.72
612%	m	1	1.92
5.2万	m	5	6.43
2300万	m	3	5.76
1800万	m	4	6.43
70亿	m	9	14.49
2000%	m	1122	182.01
1664	m	1	1.92
21624	m	1	1.92
16349	m	1	1.92
35.3亿	m	1	1.92
颖婷	nr2	1	1.92
2.7万	m	6	9.6
3831	m	1	1.92
239万	m	1	1.92
94万	m	2	3.84
18万	m	32	47.43
301908.05	m	1	1.92
196340.11	m	1	1.92
324410.25	m	1	1.92
64337.93	m	1	1.92
388748.18	m	1	1.92
192408.07	m	1	1.92
32.5m	n	1	1.92
24.0m	n	1	1.92
13.2	m	1	1.92
54.5	m	1	1.92
76.5	m	1	1.92
成几十	m	1	1.92
16092	m	1	1.92
1869	m	1	1.92
63.8万	m	1	1.92
62.1万	m	1	1.92
修河	nr2	2	1.92
3840	m	1	1.92
4989	m	1	1.92
100-200	m	2	3.84
文博	nr2	1	1.92
12.6	m	2	3.84
彩凤	nr2	1	1.92
6606	m	1	1.92
30.4	m	1	1.92
7.00%	m	16	11.97
苏州日报	ntjs	2	1.92
8月16日	m	1	1.92
大广	nr2	1	1.92
长深	nr2	1	1.92
2019QS	n	1	1.92
13.5	m	4	7.68
400万	m	25	36.73
浙江日报	ntzj	1	1.92
3326	m	1	1.92
95.78%	m	1	1.92
2.63%	m	1	1.92
9000	m	21	32.64
浩东	nr2	1	1.92
19:20	m	2	1.92
0.75	m	13	10.81
1247万	m	4	7.68
1.3×1.1×0.45	m	1	1.92
1.85×1.5	m	1	1.92
200-300	m	1	1.92
1.85	m	1	1.92
90万	m	11	18.69
55万	m	7	11.52
9.9‰	m	2	3.84
9.6‰	m	2	3.84
8.3‰	m	2	3.84
7.7‰	m	2	3.84
7.2‰	m	2	3.84
11.9‰	m	2	3.84
20-24	m	2	3.84
25-29	m	2	3.84
27万	m	14	24.82
4317	m	2	3.84
4774	m	2	3.84
3860	m	2	3.84
3033	m	2	3.84
11.1‰	m	2	3.84
4.4‰	m	2	3.84
第72	m	3	5.76
17300	m	1	1.92
数千上万	m	2	3.84
1300	m	44	74.48
10.31	m	1	1.92
5×40	m	1	1.92
彩钢	nr2	2	1.92
4.7亿	m	3	5.76
7635	m	1	1.92
7894	m	1	1.92
877亿	m	1	1.92
陕西日报	ntsa	4	3.84
3214	m	2	3.84
12亿	m	8	15.73
5.2亿	m	4	7.68
2331	m	1	1.92
1365.2	m	1	1.92
18320	m	1	1.92
17347	m	1	1.92
重庆日报	ntcq	1	1.92
榆政	nr2	1	1.92
六七千万	m	1	1.92
河东	nr2	1	1.92
3300.75	m	1	1.92
6601.53万	m	1	1.92
三四千万	m	1	1.92
3.12亿	m	1	1.92
2016	m	21	34
0.5542km2	n	1	1.92
831.3	m	1	1.92
30428.75万	m	1	1.92
海孚	nr2	1	1.92
500万2018	m	2	3.84
1675万	m	1	1.92
3103万	m	1	1.92
22.80%	m	3	5.76
143亿	m	1	1.92
278亿	m	1	1.92
24.90%	m	1	1.92
第776	m	4	3.84
105万	m	5	7.68
阶发	nr2	2	3.84
70万	m	20	28.9
85万	m	3	5.76
2.7667	m	4	5.76
34万	m	3	5.76
第66	m	1	1.92
49万	m	8	10.21
3100	m	3	5.76
58798	m	1	1.92
二五	m	1	1.92
10323	m	1	1.92
7800	m	6	9.6
16.8	m	3	5.76
24.8	m	6	8.73
29.5	m	3	5.76
第59	m	2	3.84
1623	m	1	1.92
20-22	m	3	3.84
晓晓	nr2	1	1.92
2.11	m	3	5.76
2.09	m	1	1.92
0.31	m	3	3.21
0.17	m	10	10.12
0.81	m	4	7.68
1458	m	1	1.92
一叠叠	m	1	1.92
3.04%	m	1	1.92
94.78wt%	n	1	1.92
2500万	m	2	3.84
2006	m	4	6.02
养羊	nr2	1	1.92
75.50%	m	1	1.92
80.80%	m	1	1.92
3600	m	22	34.37
2009	m	4	7.68
7.66万	m	1	1.92
6.5万	m	6	11.89
890万	m	1	1.92
6641	m	1	1.92
第1131	m	1	1.92
湘湖	nr2	1	1.92
岸远	nr2	1	1.92
139亿	m	1	1.92
18.80%	m	1	1.92
19000	m	3	5.76
一盒盒	m	1	1.92
赋生	nr2	1	1.92
737-Max	n	1	1.92
0.01	m	23	18.11
2700	m	13	24.45
1332.2	m	1	1.92
44.10%	m	2	3.84
37.70%	m	2	3.84
18.60%	m	3	5.76
66.30%	m	1	1.92
42.10%	m	1	1.92
15-20	m	1	1.92
西部网	ntsa	1	1.92
3亿亿	m	1	1.92
35.4	m	1	1.92
43.5	m	1	1.92
18000	m	7	13.44
26000	m	3	5.76
6518	m	1	1.92
4550万	m	1	1.92
天海	nr2	1	1.92
镇人	nr2	1	1.92
1952	m	1	1.92
290万	m	4	5.76
202万	m	4	7.68
2002	m	23	19.2
34.30%	m	1	1.92
59.10%	m	1	1.92
6.50%	m	19	27.41
66.50%	m	3	5.76
2.00%	m	25	22.42
24.10%	m	5	10.34
54.80%	m	5	5.76
13.90%	m	5	9.6
4.60%	m	2	3.84
54.76	m	2	3.84
永辉	nr2	1	1.92
肖绵	nr2	1	1.92
0.04	m	8	8.04
6.26	m	2	3.84
67	m	23	12.01
蹊跷	a	10	6.42
北京大学	nt	58	21.04
无知	an	4	3.5
年复一年	al	4	3.5
吃力	a	2	1.75
拉本加	nrf	15	1.74
眼花缭乱	al	3	1.71
cF3	n	6	1.71
72	m	66	28.21
22	m	184	66.27
棉	ng	8	3.44
舒	vg	16	5
剂	ng	3	1.65
怂	vg	3	1.65
59	m	37	17.05
material	n	1	1.6
list	n	1	1.6
plant	n	1	1.6
惨烈	a	5	1.6
特困户	n	1	1.6
年利率	n	6	8.34
象棋	n	3	4.8
丰碑	n	4	6.4
中锋	n	2	3.2
cMOS	n	1	1.6
清正廉洁	vl	1	1.6
小将	n	1	1.6
百科全书	n	2	3.2
历史学	n	2	3.2
同心协力	vl	2	3.2
税种	n	2	3.2
葡萄酒	nms	11	14.39
随笔	n	3	4.8
说来	v	2	3.2
救济金	n	1	1.6
技术装备	nl	1	1.6
顽症	n	1	1.6
公司制	n	3	3.75
随意性	n	1	1.6
宾客	n	4	6.71
感光	vn	1	1.6
dennis	n	1	1.6
酒楼	n	3	3.75
文汇报	nthk	2	1.6
生产国	n	1	1.6
青蛙	n	4	6.4
药厂	n	2	3.2
招展	vi	1	1.6
政发	vn	2	3.2
新星	n	1	1.6
新闻奖	n	1	1.6
侨民	n	1	1.6
月报	n	1	1.6
精减	v	1	1.6
入狱	vi	10	16.47
表演赛	n	1	1.6
连锁反应	nl	4	6.71
大款	n	1	1.6
务虚	vi	1	1.6
雇工	n	2	3.2
出生率	n	3	4.8
路牌	n	2	3.2
伸张	v	1	1.6
交易法	n	1	1.6
任凭	v	4	6.4
动议	n	2	3.2
交还	v	6	8.34
壮汉	n	3	5.11
载重	vi	1	1.6
确信	v	2	3.2
飞艇	n	1	1.6
食管癌	n	2	3.2
赶趟	vi	1	1.6
人质	n	1	1.6
毒气	n	2	3.2
请柬	n	1	1.6
后世	n	1	1.6
命中率	n	1	1.6
山山水水	nl	2	3.2
金融家	n	1	1.6
会期	n	8	12.93
土建工程	n	1	1.6
专用线	n	1	1.6
老大娘	n	1	1.6
歧途	n	1	1.6
满天	n	1	1.6
乡镇长	n	1	1.6
循环赛	n	1	1.6
月月	n	7	10.83
落榜	vi	3	3.2
一尘不染	vl	1	1.6
面具	n	6	7.06
授意	v	4	6.4
对立面	n	3	4.8
儿戏	n	3	6.46
长方形	n	2	3.2
三角形	n	1	1.6
拨给	v	2	3.2
自省	vn	1	1.6
校际	n	1	1.6
用料	n	2	3.2
中饱私囊	vl	2	3.2
拉帮结派	vl	2	3.2
逃窜	vi	3	4.8
欺上瞒下	vl	1	1.6
横批	n	2	3.2
发号施令	vl	2	3.2
铁窗	n	3	4.8
撕开	v	1	1.6
自圆其说	vl	3	4.8
实录	n	2	1.6
天幕	n	1	1.6
乱采	v	2	1.6
法学家	n	2	3.2
给水	vn	2	3.2
暖棚	n	1	1.6
试管婴儿	n	2	3.2
捞钱	vi	1	1.6
胸臆	n	1	1.6
功德无量	vl	1	1.6
养路费	n	1	1.6
邮购	v	1	1.6
职业高中	nl	2	3.2
扒开	v	3	5.11
土层	n	1	1.6
无人过问	vl	1	1.6
南下	vn	1	1.6
十全十美	vl	2	3.2
倾向性	n	5	6.4
溶剂	n	1	1.6
晶体	n	5	8.31
轰动一时	vl	2	3.2
草棚	n	1	1.6
瘟疫	n	1	1.6
承包制	n	1	1.6
承上启下	vl	3	5.11
沉沦	vi	2	3.2
错事	n	1	1.6
草帽	n	2	3.2
一药	n	1	1.6
覆辙	n	1	1.6
八方支援	vl	2	1.6
次序	n	1	1.6
探查	v	4	6.71
鞭长莫及	vl	2	3.2
短时期	n	2	3.2
骤增	vi	2	1.6
岩画	n	1	1.6
海平面	n	3	4.8
汗珠	n	3	5.11
粗细	n	3	4.8
水手	n	1	1.6
航空界	n	1	1.6
纯净水	n	1	1.6
众望所归	vl	1	1.6
crescent	n	1	1.6
热气球	njtgj	3	5.11
原粮	n	1	1.6
东窗事发	vl	4	6.71
一言堂	n	5	7.2
随波逐流	vl	1	1.6
万众一心	nl	2	1.6
原始积累	nl	1	1.6
诞生地	n	1	1.6
心房	n	1	1.6
独辟蹊径	vl	2	3.2
教务长	n	2	3.2
日落	vi	2	3.2
片剂	n	5	6.71
水果摊	n	1	1.6
打盹	vi	2	3.2
面庞	n	3	4.8
护城河	n	4	7.51
名车	n	1	1.6
国境线	n	3	4.8
下浮	v	1	1.6
量入为出	vl	1	1.6
颐指气使	vl	3	3.2
人寿	n	14	8.73
铭文	n	5	7.02
沏茶	vi	1	1.6
犹豫不决	vl	2	3.2
替补	vn	1	1.6
湮灭	v	1	1.6
武艺	n	3	4.8
风箱	n	1	1.6
护理部	n	1	1.6
脑心通	n	2	3.2
下联	n	2	3.2
整饬	v	2	3.2
草图	n	2	3.2
酒菜	n	1	1.6
自转	vn	5	3.71
暴发户	n	1	1.6
礼教	n	1	1.6
成婚	vi	2	3.2
彩纸	n	1	1.6
县志	n	3	4.8
前驱	n	1	1.6
石斑鱼	n	1	1.6
惨状	n	1	1.6
波峰	n	1	1.6
振荡	vi	3	5.11
小桥	n	2	3.2
骨病	n	1	1.6
